symbol,ex_date,ratio_new,ratio_old,factor,price_ratio,vol_gate_day,vol_gate_persist,price_dev,gap_days,persistence
BNAI,2024-08-29,31,22,1.409091,1.405405,0.7782,0.7782,0.002619,1,persistent
BNAI,2025-12-12,3,28,0.107143,0.106511,0.0897,0.1557,0.005913,1,persistent
BNED,2024-05-23,21,13,1.615385,1.614286,2.4151,0.7283,0.000681,1,persistent
BNGO,2023-08-07,1,10,0.1,0.100852,0.0477,0.1549,0.008488,3,persistent
BNGO,2025-01-27,1,64,0.015625,0.017446,0.0917,0.0249,0.11025,3,persistent
BNIXR,2023-04-14,8,19,0.421053,0.421107,0.67,0.3333,0.000129,79,bad-open-print
BNKD,2024-04-29,13,64,0.203125,0.202193,0.0152,0.0151,0.004599,3,persistent
BNKD,2025-03-10,4,9,0.444444,0.444093,0.3478,0.3478,0.000792,236,persistent
BNKK,2025-12-11,1,35,0.028571,0.027862,0.3843,0.112,0.025135,1,persistent
BNOX,2024-11-05,9,20,0.45,0.450283,107.192,0.5175,0.000628,4,persistent
BNR,2024-05-17,2,21,0.095238,0.095181,0.0011,0.0779,0.000603,3,persistent
BNRG,2022-11-22,17,8,2.125,2.123457,1.9301,2.3295,0.000726,41,persistent
BNRG,2023-12-04,3,29,0.103448,0.102609,0.036,0.008,0.008149,27,persistent
BNRG,2025-06-20,6,31,0.193548,0.193715,0.6728,0.0837,0.000863,2,persistent
BNRG,2026-04-15,13,64,0.203125,0.202715,1.9341,0.8982,0.002022,2,persistent
BNSO,2023-02-24,31,21,1.47619,1.478405,2.0,1.25,0.001499,1,persistent
BNTC,2023-07-26,1,19,0.052632,0.053615,16.4617,0.1935,0.018508,1,persistent
BNZI,2025-07-08,8,65,0.123077,0.12262,0.19,0.3204,0.003723,1,persistent
BNZI,2026-05-08,1,20,0.05,0.049353,0.0976,0.2063,0.013027,1,persistent
BOAS WS,2022-05-10,23,50,0.46,0.459286,0.1328,0.0996,0.001554,1,persistent
BODY,2023-11-22,1,40,0.025,0.023756,0.68,0.08,0.051043,1,persistent
BOIL,2023-06-23,1,20,0.05,0.049149,0.044,0.0356,0.017157,1,persistent
BOIL,2024-11-07,13,64,0.203125,0.204881,0.0628,0.0525,0.008606,1,persistent
BOIL,2026-05-28,32,65,0.492308,0.490566,1.1608,0.2894,0.003544,1,persistent
BOLT,2025-06-10,1,23,0.043478,0.044246,1.3333,0.4333,0.017494,4,persistent
BON,2024-06-06,29,20,1.45,1.451163,1.2,0.8,0.000802,15,persistent
BORR,2021-12-14,10,19,0.526316,0.526316,0.5028,0.5695,0.0,1,persistent
BOXL,2023-06-15,9,70,0.128571,0.128745,0.3238,0.2721,0.001347,1,persistent
BOXL,2025-02-18,6,31,0.193548,0.193478,1.2256,0.0768,0.000362,4,persistent
BPTS,2022-04-26,30,19,1.578947,1.58,2.0,1.0,0.000666,6,persistent
BPTS,2023-03-30,3,31,0.096774,0.096311,0.0803,0.0803,0.004797,10,persistent
BPTS,2024-01-19,13,9,1.444444,1.443648,1.86,1.6,0.000552,22,persistent
BRCC,2026-08-24,2,21,0.095238,0.095641,0.3857,0.2004,0.004225,3,persistent
BRDS,2023-05-19,1,25,0.04,0.039298,0.3845,0.1792,0.0177,1,persistent
BRDS WS,2022-02-01,13,19,0.684211,0.685162,0.4017,0.5387,0.00139,1,bad-open-print
BREZW,2022-01-24,10,7,1.428571,1.431526,1.0,1.0,0.002066,6,persistent
BREZW,2023-12-20,8,5,1.6,1.598726,1.0,1.6667,0.000796,56,persistent
BREZW,2024-03-27,2,3,0.666667,0.666667,0.6667,0.745,0.0,9,persistent
BRKL,2026-08-06,5,12,0.416667,0.416287,0.0047,0.0,0.000912,342,persistent
BRLIW,2021-12-13,5,3,1.666667,1.666667,2.4155,0.9662,0.0,27,persistent
BRLIW,2021-12-20,16,27,0.592593,0.593158,0.3106,0.6211,0.000953,6,persistent
BRLIW,2022-04-01,5,24,0.208333,0.20908,0.0633,0.4,0.003578,8,persistent
BRQS,2022-06-27,1,13,0.076923,0.077391,0.1494,0.0545,0.006069,3,persistent
BRTX,2025-01-21,7,10,0.7,0.699531,0.3351,0.3665,0.000671,18,persistent
BRUNW,2026-07-28,31,22,1.409091,1.408602,0.9428,0.9153,0.000347,1,persistent
BSAQ WS,2022-05-12,7,5,1.4,1.403509,1.8692,0.9439,0.002503,1,persistent
BSAQ WS,2022-05-26,16,27,0.592593,0.592885,0.3804,0.7246,0.000494,1,persistent
BSAQ WS,2022-05-31,20,29,0.689655,0.689655,0.9709,0.4854,0.0,4,bad-open-print
BSAQ WS,2022-09-28,17,40,0.425,0.425926,1.9551,0.6365,0.002176,1,bad-open-print
BSGM,2024-02-02,9,80,0.1125,0.113258,1.156,0.492,0.006711,1,persistent
BSKYW,2022-03-23,15,32,0.46875,0.469006,0.48,0.1,0.000546,5,persistent
BSKYW,2022-07-08,19,9,2.111111,2.11118,2.5316,2.5316,3.3e-05,37,persistent
BSLK,2025-04-22,1,22,0.045455,0.045722,0.6571,0.288,0.005872,5,persistent
BTAI,2025-02-10,2,35,0.057143,0.05788,0.0194,0.1858,0.012815,3,persistent
BTB,2022-12-15,2,31,0.064516,0.064534,0.0944,0.065,0.000278,1,persistent
BTC,2024-11-20,6,31,0.193548,0.196015,0.0358,0.082,0.012665,1,persistent
BTCM,2022-12-23,3,28,0.107143,0.106322,0.5199,0.1954,0.007692,1,persistent
BTCS,2022-12-27,14,9,1.555556,1.558799,1.0,1.0,0.002083,36,persistent
BTF,2026-01-26,6,29,0.206897,0.206463,0.7732,0.1134,0.002098,3,persistent
BTFL,2026-04-14,21,32,0.65625,0.656801,0.3263,0.6525,0.00084,1,persistent
BTM,2026-02-23,1,7,0.142857,0.144557,0.1768,0.5602,0.01183,3,persistent
BTOG,2022-10-11,7,5,1.4,1.396042,0.6557,0.7148,0.002831,6,persistent
BTOG,2023-04-26,31,21,1.47619,1.477417,0.9259,0.9259,0.00083,34,persistent
BTTR,2024-03-21,1,40,0.025,0.026715,0.0396,0.0456,0.066331,1,persistent
BTWNW,2023-05-03,10,23,0.434783,0.434783,4.24,0.4433,0.0,7,persistent
BULG,2026-05-05,1,23,0.043478,0.044346,0.0011,0.0446,0.019759,12,persistent
BULLZ,2025-06-10,19,29,0.655172,0.655241,0.651,0.9128,0.000105,1,bad-open-print
BULZ,2022-10-31,3,29,0.103448,0.101945,0.0139,0.0368,0.014636,3,persistent
BULZ,2026-02-24,10,1,10.0,9.846693,0.7478,1.7527,0.015449,1,persistent
BVC,2026-01-05,2,29,0.068966,0.067813,3.4583,0.225,0.016849,3,persistent
BVC,2026-06-09,13,27,0.481481,0.481808,254.4615,0.7692,0.000678,1,persistent
BWACW,2022-04-29,5,3,1.666667,1.66251,2.2754,0.9836,0.002497,24,persistent
BWCAW,2022-11-10,21,32,0.65625,0.661409,0.8696,0.8696,0.007831,8,persistent
BWIV WS,2026-05-18,22,15,1.466667,1.466178,1.8065,0.8065,0.000333,4,persistent
BXRX,2022-02-16,1,26,0.038462,0.03823,0.274,0.4609,0.006031,1,persistent
BYFC,2023-11-01,7,50,0.14,0.139652,4.0,0.0357,0.002488,1,persistent
BYND,2026-08-14,1,30,0.033333,0.033775,0.1669,0.1686,0.013176,1,persistent
BZAIW,2025-02-28,5,3,1.666667,1.664685,0.9638,0.8462,0.00119,2,bad-open-print
BZQ,2022-05-27,12,23,0.521739,0.521524,0.7214,0.5482,0.000412,2,persistent
CALA,2022-06-15,1,18,0.055556,0.054125,0.2748,0.0844,0.026096,1,persistent
CALC,2026-01-28,22,5,4.4,4.411765,1408.0309,11.2494,0.00267,1,persistent
CAMP,2024-02-02,1,20,0.05,0.050162,0.2049,0.1403,0.003231,1,persistent
CANF,2023-01-11,3,32,0.09375,0.094237,0.8387,0.125,0.005184,6,persistent
CANF,2026-01-05,1,20,0.05,0.049062,0.3584,0.0844,0.018943,3,persistent
CANG,2025-11-17,7,4,1.75,1.754286,1.2455,1.5432,0.002446,3,persistent
CANG,2026-07-21,3,31,0.096774,0.097011,0.1347,0.2805,0.002443,1,persistent
CANO,2022-11-10,10,7,1.428571,1.42735,1.7759,0.949,0.000855,1,persistent
CANO,2023-11-03,1,80,0.0125,0.011256,0.2794,0.1082,0.104802,1,persistent
CAPS,2025-05-16,16,35,0.457143,0.45614,296.6262,0.4217,0.002195,1,bad-open-print
CARA,2024-12-31,2,35,0.057143,0.057834,0.0849,0.077,0.01202,1,persistent
CASI,2022-06-02,3,26,0.115385,0.116243,2.2926,0.3031,0.00741,1,persistent
CASI,2023-05-31,7,10,0.7,0.711604,1.0,0.62,0.016441,7,persistent
CATX,2024-06-17,3,29,0.103448,0.103349,0.3488,0.2144,0.000957,3,persistent
CBD,2023-08-29,80,23,3.478261,3.478261,2.015,1.8481,0.0,1,persistent
CBIO,2025-06-16,1,35,0.028571,0.02795,0.5385,0.2369,0.021979,595,persistent
CBRG,2026-08-13,25,16,1.5625,1.561485,2.3246,2.367,0.00065,1,persistent
CBRGW,2022-06-28,5,3,1.666667,1.665833,2.0,1.2,0.0005,13,persistent
CCG,2026-07-21,1,26,0.038462,0.038298,0.0517,0.0345,0.004264,4,persistent
CCHH,2026-07-13,3,32,0.09375,0.094478,0.0375,0.1787,0.007731,3,persistent
CCIXW,2025-01-13,8,15,0.533333,0.533333,0.3158,0.4421,0.0,96,persistent
CCIXW,2025-08-08,31,22,1.409091,1.410256,1.1429,0.8,0.000827,63,persistent
CCIXW,2025-11-17,27,16,1.6875,1.686047,1.4706,2.3529,0.000862,34,persistent
CCLDO,2023-10-31,23,15,1.533333,1.531532,0.7463,1.8806,0.001176,14,persistent
CCLDO,2023-12-14,26,9,2.888889,2.883117,2.16,2.2857,0.002,44,persistent
CCNC,2022-11-09,1,22,0.045455,0.044535,0.0009,0.1163,0.02043,1,persistent
CCTG,2024-02-08,3,8,0.375,0.373529,4.8491,0.3807,0.003929,1,persistent
CCTSW,2022-08-22,2,1,2.0,2.0,1.0,2.0,0.0,165,persistent
CCUP,2026-08-24,1,10,0.1,0.099323,0.0247,0.0147,0.006795,3,persistent
CDIO,2025-05-13,1,31,0.032258,0.032081,0.1065,0.3632,0.005514,1,persistent
CDLX,2026-06-08,3,28,0.107143,0.106843,0.181,0.1291,0.002807,3,persistent
CDROW,2023-04-10,21,13,1.615385,1.614205,2.0619,1.0412,0.000731,88,bad-open-print
CDROW,2023-05-25,7,4,1.75,1.745223,1.065,1.0,0.002733,35,persistent
CDROW,2024-02-22,32,65,0.492308,0.490909,1.4925,0.995,0.002845,6,persistent
CDROW,2025-11-14,7,5,1.4,1.395673,1.4337,1.0753,0.003095,66,persistent
CDT,2025-05-20,2,31,0.064516,0.06421,0.0496,0.0279,0.004763,1,persistent
CDT,2025-10-13,1,8,0.125,0.124467,0.3872,0.5801,0.004277,3,persistent
CDT,2026-03-27,3,65,0.046154,0.045972,0.1945,0.4165,0.003956,1,persistent
CDT,2026-07-20,3,31,0.096774,0.096178,0.5061,0.2189,0.006176,3,persistent
CDTX,2024-04-25,1,27,0.037037,0.036662,2.3614,0.2954,0.01018,2,persistent
CEAD,2024-06-07,1,10,0.1,0.100477,1.3872,0.6809,0.004761,1,persistent
CELH,2023-11-15,80,27,2.962963,2.974412,2.7648,1.6614,0.003857,1,persistent
CELUW,2022-09-02,11,18,0.611111,0.610192,0.4283,0.2855,0.001505,7,bad-open-print
CELUW,2022-12-19,25,13,1.923077,1.923077,1.5,1.0,0.0,14,persistent
CELZ,2023-06-12,6,65,0.092308,0.092383,0.2342,0.5677,0.000816,3,persistent
CENN,2023-12-08,3,26,0.115385,0.115252,0.749,0.7751,0.001152,1,persistent
CETX,2024-05-01,29,7,4.142857,4.154624,1179.9227,65.1304,0.002836,1,persistent
CETX,2024-11-26,1,28,0.035714,0.035386,0.6217,0.8715,0.009239,1,persistent
CETX,2025-09-29,1,15,0.066667,0.066099,0.5298,0.2373,0.008549,3,persistent
CETX,2026-06-05,5,64,0.078125,0.078957,1.8204,0.2104,0.010595,1,persistent
CETXP,2023-01-04,26,15,1.733333,1.733667,0.8439,0.8692,0.000192,76,bad-open-print
CETXP,2023-01-25,16,23,0.695652,0.697674,1.0,1.03,0.002903,21,persistent
CETY,2024-10-23,7,5,1.4,1.400832,1.1818,1.0909,0.000594,29,persistent
CETY,2025-10-06,1,14,0.071429,0.072047,0.1274,0.2403,0.008624,3,persistent
CFIVW,2022-03-31,17,25,0.68,0.680547,0.7491,0.7491,0.000804,30,persistent
CFIVW,2022-04-28,31,20,1.55,1.549826,0.7491,0.7491,0.000112,28,persistent
CFIVW,2022-05-10,40,27,1.481481,1.481256,0.7752,0.7752,0.000152,12,persistent
CFRX,2022-07-14,9,2,4.5,4.478467,191.1373,72.7451,0.004797,1,persistent
CGC,2023-12-20,2,19,0.105263,0.105416,0.3722,0.3021,0.001449,1,persistent
CGTL,2026-07-07,2,27,0.074074,0.073224,0.0964,0.0605,0.011549,1,persistent
CHEK,2022-11-25,3,50,0.06,0.060286,5.4325,0.8665,0.004751,2,persistent
CHEK,2024-10-01,22,15,1.466667,1.467742,0.75,0.74,0.000733,26,persistent
CHEK,2025-08-05,18,11,1.636364,1.634551,0.8746,1.4781,0.001108,81,persistent
CHNR,2024-10-07,20,29,0.689655,0.690288,0.4831,0.8019,0.000918,10,persistent
CHNR,2025-06-13,9,64,0.140625,0.140802,0.0075,0.4662,0.001257,1,persistent
CHPT,2025-07-28,2,31,0.064516,0.064274,0.1582,0.251,0.003765,3,persistent
CHR,2023-11-27,7,65,0.107692,0.107595,0.0208,0.0193,0.000905,3,persistent
CHRA,2022-12-30,7,80,0.0875,0.08789,2.7898,0.7941,0.004448,1,persistent
CHWAW,2022-07-12,28,17,1.647059,1.645305,2.1429,0.8571,0.001065,77,persistent
CIFRW,2022-05-10,15,7,2.142857,2.139852,3.0,1.0,0.001403,15,persistent
CIFRW,2025-04-22,4,9,0.444444,0.443779,0.016,0.9585,0.001498,15,persistent
CIFRW,2025-11-14,28,19,1.473684,1.473118,0.7197,0.9254,0.000384,1,bad-open-print
CIIT,2026-03-20,11,80,0.1375,0.13707,0.014,0.005,0.003133,1,persistent
CIIT,2026-07-20,2,21,0.095238,0.095475,0.1552,0.1744,0.002489,3,persistent
CIM,2024-05-22,10,29,0.344828,0.344314,0.6148,0.5957,0.001491,1,persistent
CING,2023-11-30,1,21,0.047619,0.047826,4.186,0.2791,0.004338,1,persistent
CISS,2025-01-02,11,29,0.37931,0.378,1.0271,0.339,0.003461,2,persistent
CITEW,2024-12-02,3,7,0.428571,0.428571,0.25,0.75,0.0,40,persistent
CJET,2024-07-08,1,24,0.041667,0.041216,0.0501,0.0634,0.010874,3,persistent
CJJD,2022-04-07,7,64,0.109375,0.109091,0.5,0.5,0.002601,2,persistent
CJJD,2024-03-01,1,19,0.052632,0.053609,0.0016,0.1189,0.018406,1,persistent
CKPT,2022-12-06,9,70,0.128571,0.12863,0.7143,0.6157,0.000454,1,persistent
CLBTW,2023-11-17,7,10,0.7,0.698276,0.6689,0.3344,0.002466,18,persistent
CLDI,2024-07-15,2,19,0.105263,0.104901,0.0906,0.2211,0.00345,3,persistent
CLDI,2025-08-05,7,65,0.107692,0.108011,0.013,0.1822,0.002954,1,persistent
CLDL,2022-09-16,7,5,1.4,1.403068,1.8957,0.9479,0.002189,32,persistent
CLEU,2024-01-19,2,27,0.074074,0.073674,0.3203,0.063,0.00541,1,persistent
CLIK,2025-10-10,1,29,0.034483,0.03502,0.0109,0.0271,0.015449,1,persistent
CLIM,2026-03-20,5,12,0.416667,0.417082,2.6981,0.1804,0.000997,1198,persistent
CLINW,2022-07-11,14,5,2.8,2.8,2.75,3.0,0.0,47,persistent
CLIP,2024-06-17,1,4,0.25,0.25005,0.1093,0.328,0.000199,3,persistent
CLIR,2026-03-17,3,29,0.103448,0.102823,0.0126,0.2897,0.006066,4,persistent
CLMB,2026-03-23,65,17,3.823529,3.821289,3.347,1.9422,0.000586,3,persistent
CLNN,2024-07-11,1,20,0.05,0.050018,1.0058,0.0145,0.000357,1,persistent
CLRB,2022-07-22,3,25,0.12,0.121389,7.5,0.075,0.011508,2,persistent
CLRB,2025-06-24,1,29,0.034483,0.034282,0.0349,0.1201,0.005826,1,persistent
CLRO,2025-06-10,5,64,0.078125,0.078477,0.2308,0.2308,0.00449,1,persistent
CLSD,2025-09-15,1,12,0.083333,0.082772,0.0003,0.1288,0.006759,3,persistent
CLSKW,2024-11-20,31,64,0.484375,0.485714,2.6322,0.8889,0.002761,1,persistent
CLSKW,2025-05-27,5,9,0.555556,0.556,0.7555,0.3942,0.0008,6,persistent
CLSN,2022-03-01,1,14,0.071429,0.071586,0.5535,0.1976,0.0022,1,persistent
CLVR,2023-08-25,3,80,0.0375,0.037918,0.0253,0.2503,0.011073,1,persistent
CLVRW,2021-12-09,13,8,1.625,1.627119,1.25,1.745,0.001303,64,persistent
CLVRW,2022-03-25,7,15,0.466667,0.466591,1.4,0.2,0.000162,30,persistent
CLXT,2023-04-25,3,26,0.115385,0.115084,0.0007,0.5445,0.002612,1,persistent
CM,2022-05-16,2,1,2.0,1.989693,1.6492,1.7909,0.005167,3,persistent
CMAX,2024-02-01,1,21,0.047619,0.048499,0.3329,0.2612,0.018317,1,persistent
CMAXW,2022-12-07,65,16,4.0625,4.069767,0.7333,6.6667,0.001787,82,persistent
CMAXW,2023-05-25,17,10,1.7,1.7,1.0,2.0,0.0,2,persistent
CMAXW,2023-07-24,16,11,1.454545,1.454545,1.0,2.05,0.0,6,persistent
